Taxa	Race	FT	Biomass_BLUE	PH4wap_BLUE	PH6wap_BLUE	PH8wap_BLUE	PH10wap_BLUE	PH12wap_BLUE	PH14wap_BLUE	PH16wap_BLUE	SLA_BLUE	SD_BLUE	Starch_BLUE	SLA_NEW
PI267653	Durra	0	7.994962058	30.10135547	63.86670587	139.2601388	206.6671219	245.4424735	282.8441748	337.9728296	237.4823139	64.73227059	25.06498071	232.6131861
PI276770	Durra	1	9.199650122	23.15202379	50.52019963	130.0587289	216.3949448	222.8443728	255.6176154	369.4665277	232.1280465	65.64648706	24.54137735	226.3933406
PI276773	Durra	0	NA	28.26	60.79	142.45	227.34	277.38	320.96	359.65	230.5777052	62.70745514	NA	230.5297615
PI276785	Durra	0	9.144325964	28.53728309	61.74337882	144.3672877	199.1473216	258.8435199	294.4126088	330.7649056	235.8390531	57.68384975	24.50759291	238.1379364
PI276787	Durra	0	NA	28.26	60.79	142.45	227.34	277.38	320.96	359.65	224.6674256	59.89723199	NA	226.3274064
PI276789	Durra	0	8.488484413	24.22155051	57.44000764	135.1504111	214.1241577	246.1214359	306.5951832	351.9404581	219.5041262	59.90066391	26.99388678	221.341482
PI276790	Durra	1	10.56388909	28.99096789	58.99643557	154.4310642	250.9222094	314.9753388	363.4290938	406.3159122	250.7705413	58.84568024	24.52362608	245.2733853
PI276800	Durra	0	8.712794523	27.30531012	59.25057615	130.5251416	218.5428913	285.8425736	316.369666	376.2197664	224.7323488	61.57396256	25.26765605	229.4968904
PI276801	Caudatum	0	12.5363456	32.44255048	68.78480014	168.102814	268.1994846	314.7997299	362.7593557	399.502585	233.2513667	57.89872466	23.7085681	233.5370365
PI276803	Durra	0	8.574394849	26.20292767	57.81731835	137.7673447	225.0337417	268.5894846	267.327478	341.692426	260.4836606	61.87027944	24.58583964	264.6885722
PI276806	Durra	0	8.34049548	30.64620975	71.13952114	167.4398496	274.5820604	315.729133	361.9107315	384.4457907	222.9523804	61.89149051	25.3008867	223.8553027
PI276816	Durra	0	6.92463979	29.80629746	55.41202742	101.764004	170.4162701	206.6938709	255.4340338	315.6230251	227.8725672	64.5241112	25.29501782	228.3650967
PI276820	Durra	0	NA	28.26	60.79	142.45	227.34	277.38	320.96	359.65	219.3317124	61.98581531	NA	221.0560938
PI276823	Durra	0	7.038261623	31.73155396	61.16774549	154.0832573	238.4697336	305.2037693	301.6322092	326.962679	220.3057212	61.48339647	25.03137213	220.906669
PI276830	Durra	0	NA	28.26	60.79	142.45	227.34	277.38	320.96	359.65	222.4386698	58.22881042	NA	226.892418
PI282857	Guinea	0	11.94400461	26.21302829	58.53936754	123.1293121	214.8387723	234.8245997	298.3702299	336.5051828	253.5226407	61.66887641	25.20483271	251.7801776
PI285039	Caudatum	0	12.51934846	28.93349641	63.19461423	142.6004673	230.4860235	282.1533735	324.3686148	373.9278227	244.5936347	62.62935779	24.48520576	242.3432449
PI285043	Guinea	0	13.50371345	27.1176937	63.99461415	169.3368783	271.0766236	314.7581291	357.2246872	389.1100485	240.3392756	64.29049417	24.83666169	235.2438955
PI291231	Durra	0	13.10044483	28.17914197	58.39964042	150.0208576	229.2416962	292.5152148	347.1914327	385.8795636	203.8455978	62.54690502	24.51462453	203.6442924
PI291239	Durra	0	NA	28.26	60.79	142.45	227.34	277.38	320.96	359.65	232.8703747	58.18731871	NA	234.4500133
PI291240	Durra	0	11.85594794	31.73662655	66.42291778	178.3851144	283.1823105	330.7608687	378.0269711	420.4259551	229.2310534	65.72510762	25.01262783	230.0542285
PI297117	Caudatum	0	7.896489529	29.49633148	61.99921758	113.003721	181.9217623	221.032406	256.8703101	303.6408014	254.2934802	62.16685714	27.02399821	256.4420257
PI329597	Durra	0	7.825420984	31.804334	84.91463594	204.4699363	325.0062916	375.5335347	411.0126147	424.999202	218.5253471	61.93592933	25.84554986	215.5077807
PI329707	Durra	1	10.5429348	29.17229472	63.70461511	148.593559	243.3138957	291.0360811	347.9140682	367.8931048	233.8845842	62.81132028	25.49890567	233.8012864
PI329719	Durra	1	10.90608547	32.14481188	70.2506315	185.5582308	288.0940114	355.9639544	401.0606992	407.1600444	248.6962112	61.02016272	25.22822836	248.0154046
PI329836	Caudatum	0	11.0206882	25.05554535	49.87083026	120.0833259	185.115171	256.3070642	300.2896901	354.7338871	252.8477398	64.69853579	24.81205466	247.6186308
PI329915	Durra	0	5.256716546	25.79346639	54.48279585	139.9886219	273.860782	303.417168	296.6993611	364.8407985	238.9432205	59.68664268	26.51365658	238.6517067
PI330070	Durra	0	NA	28.26	60.79	142.45	227.34	277.38	320.96	359.65	259.3327587	59.13632992	NA	253.7440634
PI330095	Durra	0	10.01814787	32.48710883	78.11195669	191.017629	293.6216705	355.4241037	403.0903399	423.7191545	219.8013541	60.71752244	24.98099533	220.0223923
PI330098	Durra	1	12.18048518	29.52165362	69.81452818	172.6659185	265.6288897	293.1593239	367.0670283	418.4128091	233.5331169	62.20759978	26.59179631	232.9196574
PI330877	Durra	0	6.93357522	27.26832778	58.92192813	122.9571047	199.5294443	267.4112325	319.1996905	353.5161145	230.7088845	60.79542709	25.42281855	233.8209891
PI330886	Durra	1	10.36651493	31.31261469	58.41150273	139.6329043	211.3408775	263.9755515	278.7141206	337.916973	253.2620693	55.79460404	25.02526163	249.1336488
PI330887	Durra	1	NA	28.26	60.79	142.45	227.34	277.38	320.96	359.65	232.6802422	61.5505096	NA	229.8049237
PI330897	Durra	0	NA	28.26	60.79	142.45	227.34	277.38	320.96	359.65	233.4933584	61.60952303	NA	235.0589806
PI383856	Caudatum	0	8.46285846	29.48973705	67.41168078	180.7368991	265.1363755	324.7909974	364.0311121	395.973114	245.0404038	66.76865241	24.60700501	243.9060153
PI505705	Kafir	0	11.20100366	25.8864684	56.61492513	123.9387206	206.0056767	270.4122321	323.9480041	381.9535983	246.8105963	60.78598523	24.75458431	244.2125278
PI522160	NA	0	9.828868475	25.30483681	55.80321341	137.8627206	212.2616315	276.0617774	318.6924659	370.4948778	252.9386623	58.31829801	24.90222648	250.2750782
PI524948	Kafir	0	13.21301585	32.99874301	67.29237032	162.4388015	254.0284354	300.4025805	338.3030242	378.7450711	226.8673703	59.90864017	24.96778657	226.7143704
PI525059	Caudatum	0	12.06285344	25.04755263	61.51940563	158.7022988	242.1626176	316.0842382	368.6893419	381.3444355	225.3508076	67.41040597	23.86274984	228.4979572
PI562715	NA	1	9.575962759	23.65259275	51.34816046	113.3400631	182.9094495	236.4017423	287.4858035	332.5078358	268.7921954	56.74718569	24.51677032	262.2474585
PI562963	Caudatum	0	9.092490036	25.73427584	64.46613935	118.8776625	191.2069177	253.935028	303.5394387	338.8797148	231.0353191	60.61700355	24.78644334	230.5213019
PI563006	Guinea	0	6.95884111	24.43472133	52.56360128	132.677705	212.7508084	290.6287396	293.7489019	322.8702788	261.8418666	64.58451283	25.1790143	261.9987485
PI563023	Guinea	0	9.567236218	28.3443734	65.58293436	136.8518961	215.0389653	265.1662862	318.1698256	335.6487888	232.4510051	67.12548907	26.96090174	232.0042329
PI563509	Durra	0	NA	28.26	60.79	142.45	227.34	277.38	320.96	359.65	235.0138501	54.46444095	NA	234.9212014
PI570712	Caudatum	0	8.587907149	26.56477213	62.59759569	143.9761804	220.9658626	256.1763969	300.0497214	355.1547792	247.8637231	60.1757027	24.23332777	248.7860851
PI570813	Durra	0	10.35654375	25.46346361	57.42663685	124.3543623	201.6033382	263.0243651	289.3490444	332.4355564	258.3571628	60.4150383	24.60694214	255.6356491
PI570916	Caudatum	0	12.11569739	26.96647644	53.67936935	133.452156	250.4188334	287.1895393	332.1630181	374.6762365	253.5857936	64.57156388	25.01262783	252.8880104
PI570928	Caudatum	1	12.60078529	24.31248411	60.34342975	150.23436	219.9938728	301.9358486	335.5110343	374.1296271	231.3571808	62.5026868	24.36581962	231.7652386
PI570969	Caudatum	0	11.32164262	24.93313672	62.00318091	119.3248326	187.9598957	222.9496916	282.0698226	299.7438523	224.6873721	60.12391198	24.23283798	226.3484579
PI571001	Caudatum	0	10.41098177	26.80249025	54.88696304	128.896648	194.7005842	240.1632519	303.3423252	343.6841169	229.1791302	60.52393709	24.07154646	233.228368
PI571020	Durra	1	6.24047396	28.72271742	62.36435919	143.4712038	189.806393	229.0690532	275.9819378	333.6670718	225.3379291	61.49631258	26.31680035	226.2027259
PI571022	Caudatum	0	6.926219245	23.78653098	47.76037979	132.3447588	213.6145205	268.9098961	276.8587489	350.641487	272.0173928	60.7294036	25.67330066	265.856227
PI586792	Caudatum	0	9.129832827	28.6737143	60.13283197	120.9718999	190.4479799	245.4424735	292.9172897	341.2467497	246.7787609	54.03951906	24.2775558	241.3242812
PI609612	NA	0	7.815380205	26.58310345	65.57580706	173.492741	284.5989231	312.7832665	337.173417	317.3514062	197.6301285	64.63139343	25.82483633	204.1034022
PI647743	Durra	0	11.16255922	28.31248415	62.04255046	150.7946087	245.1931572	297.2236038	333.2314127	379.5138139	237.6382554	60.83223724	24.74508934	235.2712616
PI647745	Durra	0	8.356302971	24.22085733	56.64197598	112.289158	179.1831756	222.7628383	263.6923324	261.3593688	227.0117159	57.35491379	24.58141399	228.5086257
PI651102	Kafir	NA	13.02000053	24.86489752	62.25062859	135.2555164	228.4466626	263.3484571	320.239736	361.0189566	241.2339761	65.8107721	23.19983257	243.0155673
PI651113	Guinea	0	11.34842555	28.27517664	57.88999817	141.4175509	237.082167	286.1050878	323.3340364	360.6503437	224.1363823	65.2744806	24.66347809	223.7763282
PI651116	Guinea	0	12.9995435	31.09077315	61.79648653	150.7012904	299.5396634	311.9606226	352.3092478	388.9996371	236.2545604	68.02137036	24.91419972	235.9017824
PI651124	Guinea	0	9.838585568	28.74017984	62.65255029	107.8946833	191.6671282	239.8983275	290.3910915	342.7140539	253.1403473	59.9187639	24.74627831	257.0003484
PI651131	Guinea	0	9.559439866	29.77348839	60.68685451	124.3437245	191.8807629	253.0747224	305.2812987	369.5377788	239.8329892	62.70502272	26.89545867	241.3076435
PI651141	Guinea	NA	11.02645251	31.64364687	64.47768561	134.5845788	228.0472071	281.1441287	332.3554897	376.2398937	251.470989	57.72370194	25.1388018	248.9561085
PI651167	Guinea	0	12.97323548	25.9993134	61.19472094	141.2453435	229.650708	277.4065819	312.1923063	368.6579951	237.1117486	58.14385328	23.78375902	240.1819747
PI651168	Durra	1	8.68548581	30.3149182	57.67951186	138.6942124	211.8722031	272.9064966	333.0338012	330.4616357	221.2892489	53.24396285	24.9350898	218.5357122
PI651178	Guinea	0	13.38962248	31.86913899	63.51546454	164.5268692	276.2580729	326.0947386	376.2940345	406.2041144	214.0499508	66.3354708	24.13947147	214.1703179
PI651187	Guinea	0	10.86617534	27.34722845	58.32434392	122.0261985	203.3768862	248.2561017	286.7039243	342.4163415	236.7602873	60.41851407	24.48520576	234.7949666
PI660555	Kafir	0	11.14433093	28.1887529	59.27535748	146.5955227	227.6974937	264.7975561	328.5520023	363.5698761	254.4541458	59.9159604	24.91048278	248.5327352
